method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,0.2644869359492028,0.2644869359492028,-2.0810038239727573e-06,1.0,0.0,2.0810298887870254e-06,1.09,,,,,1.09,mass
PINN Vanilla,0.0014921301667939308,0.0019785007303320845,0.26104829214227576,0.26104829214227576,-0.0015557892620563507,1.0006439213010154,0.00010801295290007572,0.0015558087484973118,1.195,,4.87,,,1.195,mass
PINN Conservative,0.06496017636720693,0.06496017636720693,0.025891779196573466,0.025891779196573466,-0.0009293779730796814,1.0004310257445308,0.00018657285867364822,0.0009293896136465915,4.55,,,,,4.55,mass
