method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,0.0007798556206811201,0.0007798556206811201,3.8209460841580225e-06,1.0,0.0,0.0,,,,,,,
PINN Vanilla,0.001854120691799515,0.0035992498657465184,0.0034584671175071475,0.007623629390185418,-0.0003054514527320862,1.0002758290919205,0.00017403068458662284,0.00030545527089910886,,,,,,,
PINN Conservative,0.0011980444761190946,0.002691263587586506,0.001644720153090606,0.001644720153090606,-0.0003662705421447754,1.0001285510615558,0.0,0.0003662751205551672,,,,,,,
