method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,0.000772269826129957,0.000772269826129957,3.8209460841580225e-06,1.0,0.0,0.0,,,,,,,
PINN Vanilla,0.0010249639173266,0.003296586964861468,0.0025601121622483335,0.00680577957057397,-0.000739002600312233,1.0003086671305241,1.3215342803410268e-05,0.0007390118379024717,,,,,,,
PINN Conservative,0.0009550583955060133,0.002952637134879658,0.0015139855300621303,0.0015139855300621303,-8.624047040939331e-05,1.0001732608627756,6.062696022837433e-06,8.6241548422011e-05,,,,,,,
