method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,1.5246559997374085e-08,1.5357689870685394e-07,3.7266531720786777e-06,1.0,0.0,0.0,,,,,,,
PINN Vanilla,0.010431188881937658,0.010431188881937658,0.0038141397418343884,0.007654390890775212,-0.003145068883895874,1.0011487050467476,0.00015854835510253906,0.003145068883895874,,,0.0,,,0.0,negative
PINN Conservative,0.009361075542937802,0.009361075542937802,0.004852179819382822,0.004852179819382822,-0.00397607684135437,1.0004090011272895,0.0,0.00397607684135437,,,0.02,,,0.02,negative
