method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,0.37223064098579,0.37223064098579,-2.1061286103113857e-06,1.0,0.0,2.106154989816517e-06,1.0,,,,,1.0,mass
PINN Vanilla,0.0016801775637024362,0.002248697685830897,0.36981350961564885,0.36981350961564885,-0.0009962841868400574,1.0003717742602114,0.0001729828294502988,0.0009962966654150551,1.065,,,,,1.065,mass
PINN Conservative,0.09193774750278556,0.09193774750278556,0.036108918482708106,0.036108918482708106,-0.0016252696514129639,1.000555209852031,0.00020850764268326484,0.0016252900081038606,4.385,,0.075,,,0.075,negative
