method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,0.6195705093387547,0.6195705093387547,-2.1335532997197738e-06,1.0,0.0,2.133580022722321e-06,0.85,,,,,0.85,mass
PINN Vanilla,0.0018442832750059043,0.0018442832750059043,0.6236768648898092,0.6236768648898092,-0.0019237101078033447,1.0001406841580232,6.2712855488911e-05,0.0019237342024955736,0.875,,0.045,,,0.045,negative
PINN Conservative,0.15555647898670505,0.15555647898670505,0.05697214732116755,0.05697214732116755,-0.0012022368609905243,1.0006891422350164,0.0,0.001202251919146654,1.155,,0.71,,,0.71,negative
