method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,0.26332419953052993,0.26332419953052993,-2.0782424239731254e-06,1.0,0.0,2.0782684542005382e-06,1.09,,,,,1.09,mass
PINN Vanilla,0.0009079923007917781,0.0013936397329634032,0.2627765971969415,0.2627765971969415,-0.0012832805514335632,1.0006078376872387,0.000160584908053559,0.001283296624671316,1.1400000000000001,,4.9350000000000005,,,1.1400000000000001,mass
PINN Conservative,0.06470071267181383,0.06470071267181383,0.024736995502742207,0.024736995502742207,-0.0008281916379928589,1.0007210022480166,0.00018263890284583655,0.0008282020111891855,4.515,,,,,4.515,mass
