method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,0.0007741639857275814,0.0007741639857275814,3.8209460841580225e-06,1.0,0.0,0.0,,,,,,,
PINN Vanilla,0.001327681270162279,0.003221558289035841,0.0019905755514420297,0.006637328614537558,-0.0006012163357809186,1.0003642470405831,0.000160202234144182,0.0006012238510320861,,,,,,,
PINN Conservative,0.0008837732458967749,0.0024645215773681814,0.0013491832195185929,0.0013491832195185929,-0.0003340747207403183,1.0003456831503859,9.594762389870271e-05,0.00033407889670042726,,,,,,,
