method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,0.0036910394681620813,0.0036910394681620813,3.8209460841580225e-06,1.0,0.8472444092873845,0.0,,,,2.755,,2.755,overshoot
PINN Vanilla,0.3971868821009657,0.3971868821009657,0.76236894133961,0.76236894133961,-0.021205587312579155,1.0004331024721194,0.0,0.021205852384077257,0.05,,0.035,,,0.035,negative
PINN Conservative,0.32329586082240847,0.32329586082240847,0.029894799054794873,0.029894799054794873,-0.014622054994106293,1.0018640133219252,0.0002767903766675192,0.014622237770936072,2.45,,0.005,,,0.005,negative
