method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,1.5245580490484627e-08,3.452234437029968e-06,3.7266531720786777e-06,1.0,0.0,0.0,,,,,,,
PINN Vanilla,0.0008417594842401487,0.002527656125976987,0.00017511580817173336,0.0034726720940744782,-0.0013940948992967606,1.0003439275076387,7.283687591552734e-05,0.0013940948992967606,,,0.075,,,0.075,negative
PINN Conservative,0.0005474820760998862,0.001542351070159829,0.00014862048807872498,0.0009335493470452144,-0.0013495385646820068,1.0001531527996512,0.0,0.0013495385646820068,,,0.085,,,0.085,negative
