method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,1.524750650708368e-08,1.3211048528186438e-05,3.7266531720786777e-06,1.0,0.0,0.0,,,,,,,
PINN Vanilla,0.0009698044320181208,0.0027453910018198978,0.001421032181609384,0.003758419671070913,-0.0011665672063827515,1.0002866658516019,5.3763389587402344e-05,0.0011665672063827515,,,0.105,,,0.105,negative
PINN Conservative,0.0007968894211408773,0.001702247142442464,0.00032803388484220583,0.0008820097354613485,-0.0016110241413116455,1.0000931698086502,0.0,0.0016110241413116455,,,0.07,,,0.07,negative
