method,final_l2_vs_cn,max_l2_vs_cn,final_conservation_error,max_conservation_error,min_c,max_tv_ratio,max_overshoot_rel,max_negative_depth_rel,first_mass_error_time,first_tv_growth_time,first_negative_time,first_overshoot_time,first_l2_error_time,unstable_time,unstable_trigger
CN,0.0,0.0,1.5247312731698583e-08,3.720602469825966e-07,3.7266531720786777e-06,1.0,0.0,0.0,,,,,,,
PINN Vanilla,0.0028568109069959796,0.0036588820134577323,0.000509648420511334,0.005942752043957039,-0.0015330053865909576,1.0002307616034056,0.0,0.0015330053865909576,,,0.085,,,0.085,negative
PINN Conservative,0.0013858848665565067,0.0023324350236607412,0.000607382898822726,0.0009244455785776978,-0.001294352114200592,1.0003468146186547,0.0,0.001294352114200592,,,0.11,,,0.11,negative
